
**** SCALARS ****
run,n,repetition,module,name,value
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpResolutionFailed:count,16
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpResolutionCompleted:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpResolutionInitiated:count,17
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpReplySent:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpReplySent:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpRequestSent:count,49
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].ipv4.arp,arpRequestSent:sum(packetBytes),1372
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,packetReceived:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,packetReceived:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,packetSent:count,65
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,packetSent:sum(packetBytes),65520
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,passedUpPk:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,droppedPkWrongPort:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].udp,droppedPkBadChecksum:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].app[0],packets sent,65
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].app[0],packets received,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].app[0],packetReceived:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].app[0],packetReceived:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].app[0],packetSent:count,65
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[4].app[0],packetSent:sum(packetBytes),65000
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0].lo,rcvdPkFromHl:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0].lo,rcvdPkFromHl:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0].lo,passedUpPk:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0].lo,passedUpPk:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0],packetDropInterfaceDown:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0],packetDropInterfaceDown:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0],packetDropNoCarrier:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].lo[0],packetDropNoCarrier:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].agent,dropConfirm:count,149
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].agent,acceptConfirm:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].agent,sentRequest:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,1
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,256
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,38400
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,38400
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,1
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,9.5e-05
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,6602
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,300
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,frameSequenceFinished:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeer:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetReceivedFromPeerWithoutRetry:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeer:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeer:sum(packetBytes),4800
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerUnicast:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerUnicast:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerMulticast:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerMulticast:sum(packetBytes),4800
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerBroadcast:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerBroadcast:sum(packetBytes),4800
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerWithRetry:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerWithRetry:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerWithoutRetry:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetSentToPeerWithoutRetry:sum(packetBytes),4800
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDrop:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDrop:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDropNotAddressedToUs:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDropNotAddressedToUs:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDropQueueOverflow:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDropQueueOverflow:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDropRetryLimitReached:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,packetDropRetryLimitReached:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac.dcf,linkBroken:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetReceivedFromLower:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetReceivedFromLower:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetSentToLower:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetSentToLower:sum(packetBytes),4800
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetReceivedFromUpper:count,43
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetReceivedFromUpper:sum(packetBytes),1548
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetSentToUpper:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetSentToUpper:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDrop:count,43
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDrop:sum(packetBytes),1548
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropIncorrectlyReceived:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropIncorrectlyReceived:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropNotAddressedToUs:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropNotAddressedToUs:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropQueueOverflow:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropQueueOverflow:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropRetryLimitReached:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropRetryLimitReached:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropDuplicateDetected:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropDuplicateDetected:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropOther:count,43
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,packetDropOther:sum(packetBytes),1548
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].mac,linkBroken:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].radio,radioMode:count,303
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].radio,receptionState:count,3001
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0].radio,transmissionState:count,600
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0],packetDropInterfaceDown:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0],packetDropInterfaceDown:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0],packetDropNoCarrier:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].wlan[0],packetDropNoCarrier:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropAddressResolutionFailed:count,52
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),53456
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropHopLimitReached:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropHopLimitReached:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropForwardingDisabled:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropNoInterfaceFound:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropNoRouteFound:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropNoRouteFound:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropUndefined:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.ip,packetDropUndefined:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpResolutionFailed:count,14
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpResolutionCompleted:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpResolutionInitiated:count,15
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpReplySent:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpReplySent:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpRequestSent:count,43
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].ipv4.arp,arpRequestSent:sum(packetBytes),1204
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,packetReceived:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,packetReceived:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,packetSent:count,54
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,packetSent:sum(packetBytes),54432
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,passedUpPk:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,droppedPkWrongPort:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].udp,droppedPkBadChecksum:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].app[0],packets sent,54
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].app[0],packets received,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].app[0],packetReceived:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].app[0],packetReceived:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].app[0],packetSent:count,54
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[5].app[0],packetSent:sum(packetBytes),54000
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0].lo,rcvdPkFromHl:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0].lo,rcvdPkFromHl:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0].lo,passedUpPk:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0].lo,passedUpPk:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0],packetDropInterfaceDown:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0],packetDropInterfaceDown:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0],packetDropNoCarrier:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].lo[0],packetDropNoCarrier:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].agent,dropConfirm:count,149
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].agent,acceptConfirm:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].agent,sentRequest:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:max,1
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:max,256
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPackets:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:sum,38400
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPackets:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:sum,38400
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketsQueueOverflow:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.pendingQueue,droppedPacketLengthsQueueOverflow:sum,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:max,1
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.inProgressFrames,queueLength:timeavg,9.5e-05
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.contention,channelAccessGranted:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess.contention,stateChanged:count,6602
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.channelAccess,channelOwnershipChanged:count,300
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.originatorMacDataService,packetAggregated:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.originatorMacDataService,packetFragmented:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.recipientMacDataService,packetDeaggregated:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.recipientMacDataService,packetDefragmented:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.recipientMacDataService,packetDropDuplicateDetected:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf.recoveryProcedure,retryLimitReached:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,frameSequenceFinished:count,150
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeer:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeer:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:count,0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerUnicast:sum(packetBytes),0
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerMulticast:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:count,1350
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerBroadcast:sum(packetBytes),43200
Base-0-20250724-20:54:55-92405,10,0,FakeWireCsmaCaNetwork.host[6].wlan[0].mac.dcf,packetReceivedFromPeerWithRetry:count,0
